Title,IMDB id,Year,Rating,Genre,Top_cast
Jaan-E-Mann: Let's Fall in Love... Again,tt0456481,2006,6.1,"Comedy, Drama, Musical","Salman KhanSuhaan Kapoor, Akshay KumarAgastya Rao, Preity G ZintaPiya Goyal(as Preity Zinta)"
Bol Bachchan,tt1728986,2012,5.6,"Action, Comedy","Amitabh BachchanBachchan, Ajay DevgnPrithviraj Raghuvanshi, Abhishek BachchanAbbas Ali…"
Ajnabee,tt0278291,2001,6.3,"Action, Crime, Drama","Akshay KumarVikram Bajaj, Bobby DeolRaj Malhotra, Kareena KapoorPriya Malhotra"
Himmatwala,tt0187150,1983,4.7,"Action, Comedy, Drama","SrideviRekha S. Bandookwala, JeetendraRavi D. Murti, Amjad KhanSher Singh Bandookwala"
Heropanti 2,tt11873440,2022,2.4,"Action, Comedy, Crime","Kriti Sanon, Nawazuddin SiddiquiLaila, Tiger ShroffBabloo…"
Judwaa 2,tt5456546,2017,3.6,"Action, Comedy","Varun DhawanRaja…, Jacqueline FernandezAlishka, Taapsee PannuSamaara"
Manikarnika: The Queen of Jhansi,tt6903440,2019,6.4,"Action, Biography, Drama","Kangana RanautManikarnika, Danny DenzongpaGhulam Ghaus Khan, Suresh OberoiPeshwa of Bithoor"
Mom,tt2660806,2013–2021,7.4,"Comedy, Drama, Romance","Allison JanneyBonnie Plunkett170 eps • 2013–2021170 episodes • 2013–2021, Anna FarisChristy Plunkett152 eps • 2013–2020152 episodes • 2013–2020, Mimi KennedyMarjorie Armstrong149 eps • 2013–2021149 episodes • 2013–2021"
Golmaal Again,tt1806913,2017,5.0,"Action, Comedy, Fantasy","Ajay DevgnGopal, Arshad WarsiMadhav, TabuAnna Mathew"
MSG the Warrior: Lion Heart,tt6040012,2016,7.2,"Action, Adventure, Fantasy","Muntazir Ahmad, Gaurav Sharma InfluencerAlien, Ashok Insan"
Chandni Chowk to China,tt1091229,2009,4.2,"Action, Adventure, Comedy","Akshay KumarSidhu, Deepika PadukoneSakhi…, Chia-Hui LiuHojo(as Gordon Liu)"
Sachin,tt4640206,2017,8.5,"Documentary, Sport","Sachin TendulkarSelf, Mikail GandhiYoung Sachin(as Mikhail Gandhi), Anjali TendulkarSelf"
Humshakals,tt3036740,2014,1.7,"Comedy, Drama, Romance","Saif Ali KhanAshok, Riteish DeshmukhKumar(as Ritesh Deshmukh), Ram KapoorMamaji"
Mission Mangal,tt9248972,2019,6.5,"Drama, History","Akshay KumarRakesh Dhawan, Vidya BalanTara Shinde, Taapsee PannuKritika Aggarwal"
Mohra,tt0110546,1994,7.0,"Action, Drama, Thriller","Akshay KumarInspector Amar Saxena, Suniel ShettyVishal Agnihotri(as Sunil Shetty), Raveena TandonRoma Singh"
Awara Paagal Deewana,tt0319020,2002,6.2,"Action, Comedy, Crime","Akshay KumarGuru Gulab Khatri, Suniel ShettyYeda Anna(as Sunil Shetty), Aftab ShivdasaniDr. Anmol Acharya"
I Hate Luv Storys,tt1667838,2010,5.7,"Comedy, Drama, Romance","Imran KhanJay Dhingra, Sonam KapoorSimran, Sammir DattaniRaj Dholakia"
Bhoothnath,tt0991346,2008,6.4,"Comedy, Drama, Family","Amitabh BachchanKailash 'Bhoothnath' Nath, Juhi ChawlaAnjali, Satish ShahPrincipal J.J. Irani"
Chup Chup Ke,tt0464160,2006,6.9,"Comedy, Drama, Romance","Shahid KapoorJeetu, Kareena KapoorShruti, Om PuriPrabhart Singh Chauhan"
Khoobsurat,tt3554418,2014,6.4,"Comedy, Romance","Sonam KapoorMili Chakravarty, Fawad KhanYuvraj Vikram Singh Rathore, Ratna Pathak ShahNirmala Devi Rathore (Vikram's Mother)(as Ratna Pathak)"
Singh Is Bliing,tt3696192,2015,5.0,"Action, Comedy, Romance","Akshay KumarRaftaar Singh, Amy JacksonSara Rana, Lara DuttaEmily"
Saawariya,tt0758053,2007,5.2,"Drama, Musical, Romance","Ranbir KapoorRanbir Raj, Sonam KapoorSakina, Salman KhanImaan"
Main Tera Hero,tt2762334,2014,5.1,"Action, Comedy, Romance","Varun DhawanSreenath 'Seenu' Prasad, Ileana D'CruzSunaina(as Ilean D'cruz), Nargis FakhriAyesha Singhal"
It's Entertainment,tt2978626,2014,4.5,"Action, Comedy, Drama","Akshay KumarAkhil Lokhande, Tamannaah BhatiaSaakshi(as Tamannaah), JuniorEntertainment(as Junior - The Wonder Dog)"
Socha Na Tha,tt0451919,2005,7.4,"Comedy, Drama, Romance","Abhay DeolViren, Ayesha TakiaAditi, Ayesha JhulkaViren's bhabhi…"
Raju Ban Gaya Gentleman,tt0173102,1992,6.7,"Comedy, Musical, Romance","Shah Rukh KhanRaj Mathur 'Raju', Juhi ChawlaRenu, Nana PatekarJai"
Shubh Mangal Saavdhan,tt6971752,2017,6.9,"Comedy, Romance","Ayushmann KhurranaMudit Sharma, Bhumi PednekarSugandha, Seema PahwaVimla (Sugandha's Mother)(as Seema Bhargava)"
Veer Zara,tt0420332,2004,7.8,"Drama, Family, Musical","Shah Rukh KhanVeer Pratap Singh, Preity G ZintaZaara Hayaat Khan(as Preity Zinta), Rani MukerjiSaamiya Siddiqui"
Sarkar Raj,tt0490210,2008,6.7,"Action, Crime, Drama","Amitabh BachchanSubhash 'Sarkar' Nagare, Abhishek BachchanShankar Nagre, Aishwarya Rai BachchanAnita Rajan(as Aishwarya Rai)"
Rob Roy,tt0114287,1995,6.9,"Adventure, Biography, Drama","Liam NeesonRob Roy, Jessica LangeMary, John HurtMontrose"
Singham Returns,tt2309764,2014,5.7,"Action, Crime, Drama","Ajay DevgnDCP Bajirao M. Singham, Kareena KapoorAvni Kamat(as Kareena Kapoor Khan), Amole GupteSatyaraj Chander a.k.a 'Babaji'"
Agent Vinod,tt1395025,2012,5.2,"Action, Adventure, Thriller","Kareena KapoorIram Parveen Bilal…, Saif Ali KhanAgent Vinod, Ravi KishanRajan(as Ravi Kissen)"
The Hitchhiker's Guide to the Galaxy,tt0371724,2005,6.7,"Adventure, Comedy, Sci-Fi","Martin FreemanArthur Dent, Yasiin BeyFord Prefect(as Mos Def), Sam RockwellZaphod Beeblebrox"
Dedh Ishqiya,tt2675978,2014,7.0,"Comedy, Drama, Romance","Naseeruddin ShahKhalujan, Huma QureshiMunniya, Madhuri DixitBegum Para"
Rocky Handsome,tt3410408,2016,6.8,"Action, Crime, Drama","John AbrahamKabir Ahlawat, Nishikant KamatKevin Ferriera, Sharad KelkarDilip Sangodkar"
Shamitabh,tt3836958,2015,6.7,Drama,"Amitabh BachchanAmitabh Sinha…, DhanushDaanish…, Akshara HaasanAkshara Pandey"
Force of Nature: The Dry 2,tt20256448,2024,6.5,Thriller,"Eric BanaFalk, Anna TorvAlice, Deborra-Lee FurnessJill Bailey"
Jonathan,tt5639446,2018,5.9,"Drama, Mystery, Sci-Fi","Ansel ElgortJonathan…, Suki WaterhouseElena, Patricia ClarksonDr. Mina Nariman"
Befikre,tt5108476,2016,4.1,"Comedy, Drama, Romance","Ranveer SinghDharam, Vaani KapoorShyra, Djinda KaneNaomi"
Mughal-E-Azam,tt0054098,1960,8.1,"Drama, Romance, War","Prithviraj KapoorEmperor Akbar(as Prithviraj), MadhubalaAnarkali, Dilip KumarPrince Saleem"
Page 3,tt0443708,2005,7.3,Drama,"Konkona Sen SharmaMadhvi Sharma, Atul KulkarniVinayak Mane, Sandhya MridulPearl Sequiera"
Delhi-6,tt1043451,2009,6.2,Drama,"Waheeda RehmanAnnapurna Mehra, Abhishek BachchanRoshan Mehra, Sonam KapoorBittu Sharma"
Raja Hindustani,tt0117437,1996,6.1,"Action, Comedy, Drama","Aamir KhanRaja Hindustani, Karisma KapoorAarti Sehgal, Suresh OberoiMr. Sehgal (Aarti's father)"
Golmaal Returns,tt1092005,2008,5.2,"Comedy, Crime, Mystery","Ajay DevgnGopal Kumar Santoshi, Kareena KapoorEkta G. Santoshi, Arshad WarsiACP Madhav Singh Ghai"
Ram Gopal Varma Ki Aag,tt0473310,2007,1.4,"Action, Adventure, Comedy","Amitabh BachchanBabban Singh, MohanlalInspector Narsimha, Ajay DevgnHeerendra 'Heero' Dhaan"
De Dana Dan,tt1255951,2009,5.8,"Action, Comedy, Crime","Akshay KumarNitin Bankar, Suniel ShettyRam Mishra(as Sunil Shetty), Katrina KaifAnjali Kakkad"
Dhadkan,tt0255111,2000,6.5,"Drama, Romance","Akshay KumarRam, Shilpa Shetty KundraAnjali(as Shilpa Shetty), Suniel ShettyDev(as Sunil Shetty)"
Phir Bhi Dil Hai Hindustani,tt0222270,2000,6.1,"Comedy, Drama, Musical","Shah Rukh KhanAjay Bakshi, Juhi ChawlaRia Bannerjee, Johny LeverPappu Junior(as Johnny Lever)"
Amar Akbar Anthony,tt0075669,1977,7.4,"Action, Comedy, Drama","Vinod KhannaInspector Amar Khanna, Rishi KapoorAkbar Ilhabadi…, Amitabh BachchanAnthony Gonzalves"
Chillar Party,tt1841542,2011,7.5,"Comedy, Drama, Family","Irfan KhanFatka(as Irrfan Khan), Sanath MenonArjun…, Rohan GroverRamashanker…"
Love Per Square Foot,tt7853242,2018,7.2,"Comedy, Romance","Vicky KaushalSanjay Chaturvedi, Angira DharKarina D'Souza, Alankrita SahaiRashi Khurana"
Rehnaa Hai Terre Dil Mein,tt0299108,2001,7.5,"Comedy, Drama, Musical","MadhavanMadhav 'Maddy' Shastri(Reena's Lover)(as R. Madhavan), Saif Ali KhanRajeev 'Sam' Samra (Reena's Fiance), Dia MirzaReena Malhotra (Rajeev's Fiance and Maddy's lover)(as Diya Mirza)"
Salaam Namaste,tt0456165,2005,6.1,"Comedy, Drama, Romance","Saif Ali KhanNikhil 'Nick' Arora, Preity G ZintaAmbar ""Ambi"" Malhotra(as Preity Zinta), Arshad WarsiRanjan ""Ron"" Mathur"
Ishaqzaade,tt2308773,2012,6.5,"Action, Drama, Romance","Arjun KapoorParma Chauhan, Parineeti ChopraZoya Qureshi, Gauahar KhanChand Baby(as Gauhar Khan)"
Once Upon a Time in Mumbaai,tt1395054,2010,7.4,"Action, Crime, Drama","Ajay DevgnSultan Mirza, Emraan HashmiShoaib Khan, Kangana RanautRehana(as Kangna Ranaut)"
Baaghi,tt4864932,2016,5.3,"Action, Romance, Thriller","Tiger ShroffRonny, Shraddha KapoorSia, Sudheer Babu PosaniRaghav Shetty"
Ek Main Aur Ekk Tu,tt1703958,2012,5.8,"Comedy, Drama, Romance","Kareena KapoorRiana Braganza, Zenobia ShroffNicole Braganza, Imran KhanRahul Kapoor"
Hum Tumhare Hain Sanam,tt0222024,2002,5.4,"Comedy, Drama, Romance","Shah Rukh KhanGopal, Madhuri DixitRadha, Salman KhanSuraj"
Manorama Six Feet Under,tt0920464,2007,7.5,"Crime, Drama, Mystery","Abhay DeolSatyaveer Randhawa, Gul PanagNimmi, Raima SenSheetal…"
Ek Hasina Thi,tt0352314,2004,7.5,"Action, Crime, Drama","Saif Ali KhanKaran Singh Rathod, Urmila MatondkarSarika Vartak, Seema BiswasACP Malti Pandya"
Hum Saath-Saath Hain: We Stand United,tt0216817,1999,6.3,"Drama, Musical","Mohnish BehlVivek Chaturvedi, Salman KhanPrem Chaturvedi, Saif Ali KhanVinod Chaturvedi"
Viceroy's House,tt4977530,2017,6.7,"Biography, Drama, History","Hugh BonnevilleLord Louis Mountbatten, Gillian AndersonLady Edwina Mountbatten, Manish DayalJeet Kumar"
Mission Kashmir,tt0248185,2000,6.6,"Action, Drama, Thriller","Sanjay DuttSSP Inayat Khan, Hrithik RoshanAltaaf Khan, Preity G ZintaSufiya Parvez(as Preity Zinta)"
Dishoom,tt3679060,2016,5.1,"Action, Adventure, Comedy","John AbrahamKabir Shergill, Varun DhawanJunaid Ansari, Jacqueline FernandezIshika"
Murder Mystery 2,tt15255288,2023,5.7,"Action, Comedy, Crime","Adam SandlerNick, Jennifer AnistonAudrey, Mark StrongMiller"
Finding Fanny,tt3142688,2014,5.7,"Adventure, Comedy, Drama","Deepika PadukoneAngie, Arjun KapoorSavio Da Gama, Naseeruddin ShahFerdinand Pinto"
Awarapan,tt1020937,2007,7.4,"Action, Crime, Drama","Emraan HashmiShivam Pandit, Mrinalini SharmaReema, Ashish VidyarthiRaja D. Malik"
Sui Dhaaga: Made in India,tt7147540,2018,6.8,"Comedy, Drama","Varun DhawanMauji, Anushka SharmaMamta, Raghubir YadavMauji's Father(as Raghuvir Yadav)"
Ship of Theseus,tt1773764,2012,8.0,Drama,"Aydah El-KashefAliya(as Aida El-Kashef), Yogesh ShahDoctor(as Dr. Yogesh Shah), Faraz KhanVinay"
No Smoking,tt0995740,2007,7.3,"Drama, Horror, Mystery","John AbrahamK, Ayesha TakiaAnjali…, Paresh RawalShri Shri Prakash Guru Ghantal Baba Bangali Sealdah Wale"
Matru Ki Bijlee Ka Mandola,tt2106537,2013,5.6,"Comedy, Drama","Pankaj KapurHarry Mandola, Imran KhanMatru, Anushka SharmaBijlee Mandola"
Hulchul,tt0437238,2004,7.0,"Action, Comedy, Drama","Akshaye KhannaJai A. Chand, Kareena KapoorAnjali, Amrish PuriAngar Chand"
Bunty Aur Babli,tt0448206,2005,6.2,"Comedy, Crime, Drama","Abhishek BachchanRakesh Trivedi…, Rani MukerjiVimmi Saluja…, Amitabh BachchanDCP Dashrath Singh"
Manmarziyaan,tt5474036,2018,6.9,"Comedy, Drama, Romance","Taapsee PannuRumi Bagga, Abhishek BachchanRobbie Bhatia, Vicky KaushalVicky Sandhu"
Shuddh Desi Romance,tt2988272,2013,5.8,"Comedy, Drama, Romance","Sushant Singh RajputRaghu, Parineeti ChopraGayatri, Rishi KapoorGoyal…"
Anjaana Anjaani,tt1499201,2010,5.7,"Comedy, Drama, Musical","Priyanka Chopra JonasKiara(as Priyanka Chopra), Ranbir KapoorAkash, Pooja KumarPeshto"
Crazy,tt0126871,1992,6.7,"Action, Comedy, Drama","Rishi KapoorRavi, Divya BhartiKaajal, Shah Rukh KhanRaja Sahai"
Saajan,tt0102825,1991,7.2,"Drama, Musical, Romance","Sanjay DuttAman Verma a. k. a. Sagar, Madhuri DixitPooja Saxena, Salman KhanAkash Verma"
Dasvidaniya,tt1288638,2008,7.8,"Comedy, Drama","Vinay PathakAmar Kaul, Sarita JoshiMaa, Rajat KapoorRajiv Jhulka"
Baar Baar Dekho,tt5197544,2016,5.4,"Action, Comedy, Drama","Sidharth MalhotraJai, Katrina KaifDiya, Sayani GuptaChitra"
Lipstick Under My Burkha,tt4807830,2016,6.8,"Comedy, Drama","Aahana KumraLeela, Ratna Pathak ShahUsha Parmar(as Ratna Pathak), Konkona Sen SharmaShirin Aslam"
Half Girlfriend,tt5474042,2017,4.6,"Drama, Romance","Vikrant MasseyShailesh Kumar Pandey, Shraddha KapoorRiya Somani, Arjun KapoorMadhav Jha"
Batla House,tt8869978,2019,7.2,"Action, Crime, Drama","Mrunal ThakurNandita Kumar, Nora FatehiHuma…, John AbrahamACP Sanjay Kumar"
Mr. & Mrs. Smith,tt14044212,2024– ,6.9,"Action, Comedy, Crime","Donald GloverJohn Smith8 eps • 20248 episodes • 2024, Maya ErskineJane Smith8 eps • 20248 episodes • 2024, Paul DanoHot Neighbor3 eps • 20243 episodes • 2024"
The Accidental Prime Minister,tt6986710,2019,6.0,"Biography, Drama","Anupam KherManmohan Singh, Akshaye KhannaSanjay Baru, Suzanne BernertSonia Gandhi"
Anjaam Pathiraa,tt10717738,2020,7.9,"Crime, Mystery, Thriller","Kunchacko BobanAnwar Hussain, Jinu JosephAnil Madhavan, Unnimaya PrasadCatherine Maria"
The Tashkent Files,tt8108268,2019,8.1,"Drama, Mystery, Thriller","Shweta Basu PrasadRaagini Phule(as Shweta Prasad), Mithun ChakrabortyShyam Sunder Tripathi, Naseeruddin ShahPKR Natarajan"
Padosan,tt30972533,2024– ,,Drama,"Sreoshi Chatterjee2 eps • 20242 episodes • 2024, Roma Sarkar2 eps • 20242 episodes • 2024, Harry Khatri2 eps • 20242 episodes • 2024"
Satyameva Jayate,tt8202612,2018,5.7,"Action, Crime, Drama","John AbrahamVirendra Rathod (Veer), Manoj BajpayeeDCP Shivansh Rathod, Aisha SharmaShikha"
The Brawler,tt5471472,2019,4.8,"Biography, Crime, Drama","Zach McGowanChuck Wepner, Amy SmartLinda Wepner, Joe PantolianoAl Braverman"
Grand Masti,tt2476154,2013,4.5,"Comedy, Drama, Thriller","Riteish DeshmukhAmar(as Ritesh Deshmukh), Vivek OberoiMeet, Aftab ShivdasaniPrem"
Masti,tt0406977,2004,6.2,"Comedy, Crime, Mystery","Ajay DevgnInspector Sikander, Vivek OberoiMeet, Aftab ShivdasaniPrem"
Stanley Ka Dabba,tt1907761,2011,7.8,"Comedy, Drama, Family","Partho A. GupteStanley(as Partho), Numaan SheikhAman Mehra, Abhishek ReddyAbhishek"
Courage Under Fire,tt0115956,1996,6.6,"Action, Drama, Mystery","Denzel WashingtonNat Serling, Meg RyanKaren Walden, Lou Diamond PhillipsMonfriez"
De De Pyaar De,tt8647400,2019,6.5,"Comedy, Drama, Romance","Ajay DevgnAashish, TabuManju, Rakul Preet SinghAyesha"
Khiladiyon Ka Khiladi,tt0246729,1996,6.0,"Action, Crime, Drama","Akshay KumarAkshay Malhotra, RekhaMaya, Raveena TandonPriya"
Bluffmaster!,tt0476527,2005,6.6,"Comedy, Crime, Drama","Abhishek BachchanRoy Kapoor, Priyanka Chopra JonasSimran ""Simmi"" Ahuja(as Priyanka Chopra), Riteish DeshmukhAditya ""Dittu"" Srivastav(as Riteish)"
Mumbai Meri Jaan,tt1266583,2008,7.7,Drama,"Paresh RawalTukaram Patil, Kay Kay MenonSuresh, Irrfan KhanThomas(as Irrfan)"
Chamatkar,tt0126234,1992,6.5,"Comedy, Drama, Fantasy","Naseeruddin ShahAmar Kumar alias Marco, Shah Rukh KhanSunder Srivastava, Urmila MatondkarMala Kumar(as Urmila)"
Dor,tt0824316,2006,7.9,Drama,"Ayesha TakiaMeera, Shreyas TalpadeBehroopiya, Gul PanagZeenat Fatima"
Kis Kisko Pyaar Karoon,tt4302956,2015,5.6,"Comedy, Romance","Kapil SharmaShiv Ram Kishan Kumar, Simran Kaur MundiSimran, Manjari FadnnisJuhi(as Manjari Fadnis)"
Main Khiladi Tu Anari,tt0110438,1994,6.5,"Action, Comedy, Drama","Akshay KumarPolice Inspector Karan Joglekar, Saif Ali KhanDeepak Kumar, Shilpa Shetty KundraMona(as Shilpa Shetty)…"
Hunterrr,tt4333674,2015,7.0,"Comedy, Romance","Gulshan DevaiahMandar Ponkshe, Radhika ApteTripti, Sai TamhankarJyotsana Surve"
Jannat: In Search of Heaven...,tt1216300,2008,6.9,"Crime, Drama, Romance","Emraan HashmiArjun Dixit, Sonal ChauhanZoya, Swatantra Bharat"
Welcome Back Kotter,tt0072582,1975–1979,7.1,Comedy,"Gabe KaplanGabe Kotter95 eps • 1975–197995 episodes • 1975–1979, Ron PalilloArnold Horshack95 eps • 1975–197995 episodes • 1975–1979, John TravoltaVinnie Barbarino82 eps • 1975–197982 episodes • 1975–1979"
Bombay Velvet,tt2979920,2015,5.5,"Action, Crime, Drama","Ranbir KapoorJohnny Balraj, Anushka SharmaRosie Noronha, Karan JoharKaizad Khambatta"
Daawat-e-Ishq,tt3398052,2014,6.1,"Comedy, Drama, Romance","Aditya Roy KapoorTariq(as Aditya Roy Kapur), Parineeti ChopraGulrez, Anupam KherAbdul Qadir"
All the Best: Fun Begins,tt1433905,2009,6.2,"Action, Comedy, Drama","Sanjay DuttDharam Kapoor, Ajay DevgnPrem Chopra, Fardeen KhanVeer Kapoor"
Action Replayy,tt1396208,2010,4.3,"Comedy, Romance, Sci-Fi","Akshay KumarKishen Chopra, Aishwarya Rai BachchanMala Malhotra…, Aditya Roy KapoorBunty K. Chopra(as Aditya Roy Kapur)"
7 Khoon Maaf,tt1629376,2011,6.3,"Comedy, Drama, Mystery","Priyanka Chopra JonasSusanna Anna-Marie Johannes(as Priyanka Chopra), Vivaan ShahArun Kumar, Neil Nitin MukeshMajor Edwin Rodriques (1st husband)"
Mausam,tt1627924,2011,4.8,"Drama, Romance, War","Shahid KapoorHarinder Singh…, Anupam KherMaharaj Krish, Sonam KapoorAayat"
Salaam-E-Ishq,tt0485272,2007,5.2,"Comedy, Drama, Musical","Salman KhanRaúl…, Priyanka Chopra JonasKamna 'Kamini'(as Priyanka Chopra), Anil KapoorVinay Malhotra"
Hum Hain Rahi Pyar Ke,tt0107166,1993,7.3,"Comedy, Drama, Romance","Aamir KhanRahul Malhotra, Juhi ChawlaVaijanti Iyer, Sharokh BharuchaVicky(as Master Sharokh)"
Bhavesh Joshi Superhero,tt6129302,2018,7.6,"Action, Crime, Drama","Harshvardhan KapoorSikander Khanna (Sikku), Priyanshu PainyuliBhavesh Joshi, Ashish VermaRajat"
American Gangster,tt0765429,2007,7.8,"Biography, Crime, Drama","Denzel WashingtonFrank Lucas, Russell CroweRichie Roberts, Chiwetel EjioforHuey Lucas"
"LSD: Love, Sex Aur Dhokha",tt1608777,2010,7.2,"Comedy, Crime, Drama","Nushrratt BharucchaShruti Dahiya(as Nushrat Bharucha), Anshuman JhaRahul Kumar, Neha ChauhanRashmi"
Kismat Konnection,tt1105733,2008,5.3,"Comedy, Drama, Romance","Shahid KapoorRaj Malhotra, Vidya BalanPriya, Vishal MalhotraHiten Patel"
Malamaal Weekly,tt0476805,2006,7.0,"Comedy, Drama, Romance","Paresh RawalLilaram 'Lila', Om PuriBalwant 'Balu', Riteish DeshmukhKanhaiya - Chokhey's son(as Ritesh Deshmukh)"
Azhar,tt4906984,2016,5.7,"Biography, Drama, Sport","Emraan HashmiMohammad Azharuddin, Nargis FakhriSangeeta Bijlani, Prachi DesaiNaureen"
Aligarh,tt5121000,2015,7.8,"Biography, Drama","Manoj BajpayeeProfessor Ramchandra Siras, Rajkummar RaoDeepu Sebastian, Ashish VidyarthiAdvocate Anand Grover"
Sangharsh,tt0111068,1999,6.7,"Action, Crime, Drama","Preity G ZintaCBI Officer Reet Oberoi(as Preity Zinta), Akshay KumarProfessor Aman Varma, Ashutosh RanaLajja Shankar Pandey"
Total Dhamaal,tt7639372,2019,4.2,"Action, Adventure, Comedy","Ajay DevgnGuddu, Anil KapoorAvinash Patel, Madhuri DixitBindu Patel"
Naam Shabana,tt6170954,2017,6.2,"Action, Drama, Thriller","Taapsee PannuShabana Khan, Akshay KumarAjay Singh Rajput, Manoj BajpayeeRanvir Singh"
Hamari Adhuri Kahani,tt3483612,2015,6.7,"Drama, Romance","Emraan HashmiAarav Ruparel, Vidya BalanVasudha, Rajkummar RaoHari Prasad(as Raj Kumar Yadav)"
Bakjwi,tt0762073,2009,7.1,"Drama, Fantasy, Horror","Song Kang-hoSang-hyun, Kim Ok-binTae-ju(as Kim Ok-vin), Choi Hee-jinNurse Sa(as Hee-jin Choi)"
Any Body Can Dance 2,tt3679000,2015,5.4,"Biography, Drama, Music","Prabhu DevaVishnu(as Prabhudheva), Varun DhawanSuresh, Shraddha KapoorVinnie"
Thank You for Smoking,tt0427944,2005,7.5,"Comedy, Drama","Aaron EckhartNick Naylor, Cameron BrightJoey Naylor, Maria BelloPolly Bailey"
Joker,tt7286456,2019,8.4,"Crime, Drama, Thriller","Joaquin PhoenixArthur Fleck, Robert De NiroMurray Franklin, Zazie BeetzSophie Dumond"
Qarib Qarib Singlle,tt7399470,2017,7.1,"Comedy, Romance","Irrfan KhanYogendra 'Yogi' Kumar Devendra Nath Prajapati, Parvathy ThiruvothuJaya Shashidharan, Neha DhupiaAnjali"
Ghayal Once Again,tt4683366,2016,6.2,"Action, Crime, Drama","Sunny DeolAjay Mehra, Soha Ali KhanRhea, Om PuriACP Joe D'Souza"
Chashme Baddoor,tt2229848,2013,5.4,"Comedy, Drama","Ali ZafarSid, SiddharthJai, Divyendu SharmaOmi"
Ferrari Ki Sawaari,tt2122340,2012,6.4,"Comedy, Drama, Family","Sharman JoshiRustam 'Rusy' Behram Deboo, Boman IraniBehram Deboo, Ritvik SahoreKayoze 'Kayo' Rustam Deboo"
Judwaa,tt0119428,1997,6.1,"Action, Comedy, Drama","Salman KhanRaja Patekar…, Karisma KapoorMala Sharma(as Karishma Kapoor), RambhaRoopa Batwani"
Phas Gaye Re Obama,tt1773015,2010,7.5,"Comedy, Crime, Drama","Rajat KapoorOm Shastri, Neha DhupiaMunni Madame, Sanjay MishraBhai Sahab"
Taal,tt0152836,1999,6.6,"Drama, Musical, Romance","Akshaye KhannaManav Mehta, Anil KapoorVikrant Kapoor, Aishwarya Rai BachchanMansi(as Aishwarya Rai)"
404 Error - IMDb,tt5472758,,,,
Aarakshan,tt1848771,2011,6.2,"Drama, Thriller","Amitabh BachchanPrabhakar Anand, Saif Ali KhanDeepak Kumar, Manoj BajpayeeMithilesh Singh(as Manoj Bajpai)"
Satyagraha,tt2275802,2013,5.9,Drama,"Amitabh BachchanDwarka Anand, Ajay DevgnManav Raghvendra, Manoj BajpayeeBalram Singh(as Manoj Bajpai)"
Mujhse Dosti Karoge!,tt0272736,2002,5.1,"Comedy, Drama, Family","Hrithik RoshanRaj Khanna, Kareena KapoorTina Kapoor, Rani MukerjiPooja Sahani"
Cheeni Kum,tt0976026,2007,6.8,"Comedy, Drama, Romance","Amitabh BachchanBuddhadev Gupta, TabuNina Verma, Paresh RawalVerma"
Tashan,tt0995752,2008,3.8,"Action, Comedy, Drama","Akshay KumarBachchan Pandey(as The Akshay Kumar), Saif Ali KhanJeetendra 'Jimmy Cliff' Kumar Makwana(as The Saif Ali Khan), Kareena KapoorPooja 'Guddiya' Singh(as The Kareena Kapoor)"
Bombay Talkies,tt2797242,2013,6.6,Drama,"Rani MukerjiGayatri, Randeep HoodaDev, Saqib SaleemAvinash"
Housefull 4,tt7721946,2019,3.5,"Action, Comedy, Drama","Akshay KumarPrince Bala Dev Singh…, Riteish DeshmukhBangdu Maharaj…, Bobby DeolDharamputra…"
Do Dooni Chaar,tt1714832,2010,7.5,"Comedy, Crime, Drama","Rishi KapoorSantosh Duggal, Neetu SinghKusum Duggal, Aditi VasudevPayal Duggal"
Dil Se..,tt0164538,1998,7.5,"Drama, Romance","Shah Rukh KhanAmarkanth Varma, Manisha KoiralaMeghna, Preity G ZintaPreeti Nair(as Preity Zinta)"
Nil Battey Sannata,tt5005684,2015,8.2,"Drama, Family","Swara BhaskerChanda Sahay(as Swara Bhaskar), Riya ShuklaApeksha Sahay…, Ratna Pathak ShahDr. Diwan"
One 2 Ka 4,tt0227194,2001,5.5,"Action, Crime, Drama","Shah Rukh KhanArun Verma, Jackie ShroffJaved Abbas, Juhi ChawlaGeeta Choudhary"
PM Narendra Modi,tt9558612,2019,3.0,"Biography, Drama","Vivek OberoiNarendra Modi, Barkha BishtJashodaben, Boman IraniRatan Tata"
Bhoothnath Returns,tt3531852,2014,6.5,"Comedy, Drama, Fantasy","Amitabh BachchanBhoothnath, Boman IraniBhau, Parth BhaleraoAkhrot(as Parth Shashank Balerao)"
The 12th Man,tt3300980,2017,7.3,"Drama, History, Thriller","Thomas GullestadJan Baalsrud, Jonathan Rhys MeyersKurt Stage, Marie BlokhusGudrun Grønvoll"
Ghanchakkar,tt2246724,2013,5.9,"Comedy, Crime, Thriller","Emraan HashmiSanjay Atre (Mr. Ghanchakkar), Vidya BalanNeetu Atre (Mrs. Ghanchakkar), Vikram Kochhar"
Kaal,tt0415908,2005,4.7,"Adventure, Horror, Mystery","Ajay DevgnKaali Pratap Singh, Vivek OberoiDev Malhotra, John AbrahamKrish Thapar"
Hazaaron Khwaishein Aisi,tt0411469,2003,7.9,Drama,"Kay Kay MenonSiddharth Tyabji, Shiney AhujaVikram Malhotra, Chitrangda SinghGeeta Rao"
